draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
116,220.2,-59.0,5.79,20.0,16.0,12.9,17.7,E-W,19.8,35.7,14.1,18.0,188.3,19.5,78.6,10.8,19.4,0,,0,22.03,4.36
117,220.3,-59.1,5.08,16.0,20.0,16.5,19.8,N-S,20.3,36.4,13.3,16.8,184.4,18.8,70.3,13.7,19.6,0,,1,18.98,-0.79
118,219.5,-59.2,5.19,20.0,16.0,14.3,18.4,E-W,21.1,38.2,13.7,18.4,188.8,16.6,71.7,11.8,19.4,0,,0,19.92,1.57
119,223.3,-58.7,5.58,20.0,16.0,11.0,15.1,E-W,17.0,40.2,13.8,17.9,186.8,18.6,76.6,13.1,22.0,0,,0,19.92,4.84
120,222.2,-60.0,5.76,16.0,20.0,12.1,15.7,N-S,18.4,39.0,14.1,17.5,188.1,16.1,70.8,14.4,22.0,0,,0,18.52,2.86
121,218.9,-58.1,5.42,20.0,16.0,14.3,18.6,E-W,16.5,37.0,12.3,18.5,187.5,17.1,63.1,12.4,20.8,0,,0,19.92,1.28
122,219.3,-59.0,5.66,20.0,16.0,16.3,20.0,E-W,18.5,37.7,14.0,16.8,185.3,19.4,68.0,12.1,20.7,0,,1,19.69,-0.29
123,219.7,-58.1,5.18,20.0,16.0,13.6,18.4,N-S,18.4,38.5,13.3,16.5,184.2,16.3,70.6,13.0,19.7,0,,0,19.22,0.78
124,223.8,-58.1,5.51,20.0,16.0,12.9,16.3,N-S,18.4,37.1,12.9,16.6,184.1,17.1,75.3,11.2,17.5,0,,0,25.31,9.06
125,223.8,-58.4,5.74,16.0,20.0,12.9,17.3,N-S,19.7,37.7,14.2,17.0,186.2,19.4,64.3,12.3,18.6,0,,0,19.45,2.2
126,219.8,-57.9,5.74,16.0,20.0,15.7,19.0,N-S,21.4,40.2,13.5,17.2,185.9,18.6,75.8,13.0,18.7,0,,1,17.11,-1.92
127,223.0,-57.7,5.02,20.0,16.0,14.7,19.1,N-S,17.8,38.6,13.2,16.2,189.2,16.3,63.4,11.1,17.7,0,,0,19.69,0.54
128,222.7,-58.6,5.7,16.0,20.0,11.9,15.4,E-W,20.9,40.5,12.2,16.5,184.0,16.6,60.5,14.0,19.8,0,,0,15.94,0.58
129,219.8,-58.1,5.46,20.0,16.0,13.9,17.9,N-S,17.7,40.2,14.2,19.3,187.7,17.4,75.2,13.2,19.7,0,,0,20.39,2.46
130,223.9,-59.5,5.42,16.0,20.0,12.1,15.9,N-S,17.8,39.5,12.8,17.2,186.5,18.6,61.8,12.5,20.5,0,,0,17.58,1.66
