draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
275,232.5,-56.8,3.2,16.0,20.0,12.4,16.5,E-W,17.9,37.9,12.6,18.1,188.8,16.4,68.2,11.0,20.2,0,,0,28.59,12.09
276,211.4,-56.0,2.85,16.0,20.0,14.5,17.8,N-S,20.4,39.2,14.7,18.3,183.5,17.7,66.5,11.8,20.4,1,6.41,1,6.56,-11.24
277,225.7,-56.9,3.58,20.0,16.0,12.9,16.0,N-S,18.6,37.5,14.2,19.3,185.7,16.0,73.4,11.9,18.3,0,,0,31.17,15.17
278,212.4,-57.2,3.79,16.0,20.0,10.6,15.4,N-S,18.3,37.8,13.0,18.2,189.2,16.8,72.3,13.1,18.4,1,4.84,1,4.92,-10.52
279,228.7,-57.4,3.17,20.0,16.0,13.9,17.8,N-S,19.0,39.3,13.2,16.2,187.4,19.6,70.7,13.1,17.6,0,,0,27.19,9.41
280,214.9,-60.6,3.72,16.0,20.0,15.4,19.6,N-S,21.1,37.6,14.2,17.5,186.5,19.0,62.0,13.1,19.4,1,3.75,1,3.75,-15.89
281,209.3,-56.2,3.73,16.0,20.0,12.0,16.3,E-W,21.3,37.3,12.9,18.3,188.0,19.3,63.4,11.6,18.6,1,5.31,1,5.39,-10.91
282,228.0,-56.4,3.62,20.0,16.0,14.0,17.7,N-S,18.0,39.2,14.3,19.1,188.2,19.5,77.3,11.2,17.0,0,,0,24.38,6.71
283,216.9,-59.8,3.57,20.0,16.0,14.1,18.8,E-W,20.0,37.9,12.6,16.5,186.3,16.4,74.3,13.3,20.2,0,,1,18.52,-0.27
284,215.9,-58.4,2.74,20.0,16.0,12.4,15.5,E-W,20.7,36.7,13.3,18.1,185.4,20.0,68.4,12.6,21.7,0,,0,21.09,5.64
285,226.8,-58.8,3.42,16.0,20.0,13.5,18.0,N-S,21.0,38.6,13.4,17.8,189.3,18.9,66.1,12.5,19.7,0,,0,19.92,1.95
286,221.4,-58.9,3.17,20.0,16.0,12.9,16.0,E-W,16.9,39.8,13.2,17.3,186.8,18.4,73.5,12.5,20.5,0,,0,20.39,4.37
287,216.2,-58.0,3.23,16.0,20.0,11.4,15.8,N-S,18.6,38.4,13.0,17.0,188.2,18.8,65.9,12.1,20.2,0,,0,17.58,1.8
288,221.4,-58.9,3.62,16.0,20.0,11.0,14.1,E-W,21.3,40.1,14.4,17.8,187.7,17.2,65.7,12.0,21.2,0,,0,19.22,5.16
289,211.3,-57.2,2.65,16.0,20.0,13.1,16.7,N-S,16.3,36.4,13.1,17.5,183.8,16.4,77.6,12.1,17.8,0,,0,18.52,1.81
290,220.9,-57.3,3.79,20.0,16.0,12.2,15.4,E-W,17.7,40.2,12.8,18.1,183.6,18.4,75.0,12.1,19.3,0,,0,23.67,8.28
291,231.8,-58.5,3.18,16.0,20.0,13.3,17.3,N-S,20.3,39.3,12.2,18.0,185.8,18.9,74.3,12.2,17.0,0,,0,28.36,11.04
292,233.0,-60.9,3.76,16.0,20.0,14.3,19.2,E-W,19.3,40.6,14.4,19.1,185.3,17.1,74.3,13.3,19.6,0,,0,31.88,12.71
293,221.7,-59.2,3.74,20.0,16.0,10.4,14.5,N-S,21.8,39.6,13.6,16.6,188.7,19.3,74.8,12.2,20.8,0,,0,19.69,5.18
294,222.7,-58.0,3.64,20.0,16.0,12.9,16.0,N-S,18.4,39.2,14.3,17.7,185.5,17.7,67.1,13.7,18.7,0,,0,21.56,5.53
295,221.3,-57.5,3.79,20.0,16.0,13.3,17.0,N-S,20.7,35.5,13.8,16.6,188.4,16.3,65.2,11.8,19.7,0,,0,21.8,4.76
296,211.2,-58.3,3.67,20.0,16.0,13.3,17.6,N-S,20.5,36.2,12.3,18.5,188.1,16.9,76.1,12.1,18.7,0,,0,18.05,0.46
297,226.3,-58.9,3.03,16.0,20.0,11.5,15.1,E-W,16.9,40.4,13.3,16.7,187.9,18.0,73.3,11.8,20.3,0,,0,18.75,3.61
298,226.7,-60.8,2.81,16.0,20.0,10.8,15.7,N-S,17.6,35.4,13.5,16.6,188.2,20.0,63.7,11.7,19.4,0,,0,21.56,5.91
299,226.6,-56.3,2.68,16.0,20.0,10.6,14.3,N-S,21.2,36.6,14.1,16.7,184.0,17.1,75.2,12.1,18.6,0,,0,30.94,16.6
