draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
188,161.9,-51.2,3.06,20.0,16.0,10.9,15.8,N-S,18.1,37.1,14.2,18.4,184.3,18.1,74.6,12.0,18.2,1,4.53,1,4.69,-11.12
189,170.6,-50.4,3.62,16.0,20.0,10.2,14.2,E-W,17.5,36.5,13.9,17.0,186.0,16.7,74.9,12.2,18.6,1,4.38,1,4.45,-9.77
190,176.1,-53.6,2.67,16.0,20.0,16.0,20.0,N-S,19.4,37.2,12.6,16.9,187.3,20.0,73.0,12.2,19.5,1,6.88,1,7.03,-12.92
191,168.6,-60.4,3.16,16.0,20.0,14.3,18.7,E-W,17.3,38.3,13.7,17.7,188.4,19.8,60.3,12.0,19.3,1,5.0,1,5.16,-13.58
192,164.2,-60.0,3.27,20.0,16.0,13.9,18.7,E-W,20.2,39.4,13.3,17.8,187.4,19.6,71.8,11.3,19.6,1,5.78,1,5.86,-12.79
193,171.8,-55.8,2.88,16.0,20.0,14.3,18.5,N-S,18.0,37.7,14.3,16.6,188.8,16.9,79.4,13.2,20.6,1,6.25,1,6.33,-12.17
194,178.4,-59.0,3.29,16.0,20.0,16.1,19.2,N-S,18.1,38.4,13.8,16.6,184.1,20.0,77.0,12.4,17.7,1,5.47,1,5.62,-13.56
195,160.7,-56.9,3.55,16.0,20.0,12.6,16.0,N-S,21.9,38.2,13.3,17.0,184.5,17.5,77.4,11.0,17.7,1,4.22,1,4.45,-11.6
196,170.9,-54.0,2.64,16.0,20.0,14.9,19.2,N-S,19.4,36.5,14.0,17.2,186.2,18.5,71.2,12.6,21.0,1,5.94,1,5.86,-13.3
197,182.1,-51.9,2.79,16.0,20.0,11.9,15.3,N-S,18.0,37.2,12.7,16.5,188.8,16.6,74.2,12.5,20.1,1,7.97,1,8.44,-6.89
198,176.1,-58.7,3.13,16.0,20.0,12.0,16.0,N-S,20.6,36.6,14.1,18.5,183.8,19.7,61.9,12.9,19.1,1,5.62,1,5.62,-10.41
199,176.4,-55.9,2.57,20.0,16.0,13.4,16.4,N-S,16.2,39.1,14.0,16.2,184.9,18.6,62.4,12.7,21.6,1,6.72,1,7.03,-9.4
200,181.0,-53.9,3.0,16.0,20.0,14.8,19.4,N-S,19.1,36.9,14.1,16.5,187.7,19.1,77.3,11.2,19.2,1,8.12,1,8.67,-10.74
201,176.1,-50.4,3.79,16.0,20.0,13.8,17.7,E-W,21.9,38.2,13.9,18.7,186.4,17.0,71.8,12.2,18.0,1,3.28,1,3.28,-14.4
202,165.6,-56.4,3.65,20.0,16.0,13.4,17.9,N-S,18.3,36.0,13.8,18.9,186.2,18.6,64.2,13.0,20.4,1,3.59,1,3.52,-14.39
203,180.2,-56.5,2.69,16.0,20.0,13.5,16.7,N-S,18.4,40.2,14.4,18.9,188.8,18.6,77.5,11.9,18.7,1,5.47,1,5.62,-11.1
204,160.7,-56.7,3.18,16.0,20.0,14.6,18.6,N-S,16.5,39.5,14.3,17.1,185.0,19.8,60.7,12.1,20.2,1,5.62,1,5.62,-13.0
