legion,database,province,count,dated_count,pre70,b70_107,b108_140,later141,undated,notes
IX Hispana,EDCS,Britannia,123,5,0,4,1,0,118,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Roma,5,5,2,0,2,1,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Venetia et Histria / Regio X,5,4,4,0,0,0,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Latium et Campania / Regio I,4,4,1,1,1,1,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Galatia,3,1,0,0,1,0,2,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Provincia incerta,3,0,0,0,0,0,3,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Liguria / Regio IX,2,2,1,0,0,1,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Gallia Narbonensis,2,0,0,0,0,0,2,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Germania inferior,2,1,0,0,0,1,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Numidia,2,2,0,0,0,2,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Samnium / Regio IV,1,1,0,0,1,0,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Belgica,1,0,0,0,0,0,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Africa proconsularis,1,0,0,0,0,0,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Macedonia,1,1,1,0,0,0,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Syria,1,1,0,1,0,0,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Arabia,1,0,0,0,0,0,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Etruria / Regio VII,1,1,1,0,0,0,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Hispania citerior,1,0,0,0,0,0,1,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Umbria / Regio VI,1,1,0,0,0,1,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,Moesia inferior,1,1,0,0,1,0,0,regex q=(VIIII|IX) ?/? ?Hisp (mode=r); total hits 161; ids not in index 0
IX Hispana,EDCS,ALL,161,30,10,6,7,7,131,regex q=(VIIII|IX) ?/? ?Hisp; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
XXII Deiotariana,EDCS,Aegyptus,5,2,0,2,0,0,3,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Bruttium et Lucania / Regio III,1,1,0,1,0,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Britannia,1,1,0,0,1,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Palaestina,1,1,0,0,1,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Latium et Campania / Regio I,1,1,0,0,1,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Roma,1,1,0,1,0,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,Sicilia,1,1,0,1,0,0,0,regex q=XXII ?/? ?Deiot (mode=r); total hits 11; ids not in index 0
XXII Deiotariana,EDCS,ALL,11,8,0,5,3,0,3,regex q=XXII ?/? ?Deiot; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
X Fretensis,EDCS,Palaestina,77,21,1,4,8,8,56,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Roma,12,12,3,1,2,6,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Syria,11,4,3,1,0,0,7,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Africa proconsularis,6,1,1,0,0,0,5,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Provincia incerta,5,0,0,0,0,0,5,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Venetia et Histria / Regio X,4,3,0,0,1,2,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Latium et Campania / Regio I,4,4,1,1,1,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Asia,3,2,1,1,0,0,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Samnium / Regio IV,3,2,1,0,0,1,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Lugudunensis,3,0,0,0,0,0,3,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Numidia,2,1,0,0,0,1,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Macedonia,2,2,1,0,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Picenum / Regio V,2,2,0,1,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Etruria / Regio VII,2,2,0,1,1,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Umbria / Regio VI,2,2,0,0,0,2,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Dacia,2,2,0,0,1,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Achaia,2,1,0,0,1,0,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Moesia inferior,2,2,0,0,1,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Dalmatia,2,2,1,0,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Pannonia inferior,2,2,0,0,0,2,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Hispania citerior,1,1,0,0,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Britannia,1,1,0,0,1,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Moesia superior,1,1,0,0,1,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Aegyptus,1,1,0,1,0,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Lusitania,1,0,0,0,0,0,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Galatia,1,0,0,0,0,0,1,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Pannonia superior,1,1,0,0,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Cilicia,1,1,0,0,1,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Sardinia,1,1,0,0,1,0,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,Arabia,1,1,0,0,0,1,0,regex q=(^|[^IVX])X ?/? ?Fret (mode=r); total hits 158; ids not in index 0
X Fretensis,EDCS,ALL,158,75,13,11,20,31,83,regex q=(^|[^IVX])X ?/? ?Fret; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
VI Ferrata,EDCS,Palaestina,16,8,0,0,3,5,8,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Syria,9,6,1,4,1,0,3,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Galatia,9,2,0,0,0,2,7,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Roma,7,7,0,1,0,6,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Transpadana / Regio XI,6,6,0,5,1,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Numidia,6,1,0,0,0,1,5,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Latium et Campania / Regio I,6,2,0,0,2,0,4,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Arabia,5,1,0,0,1,0,4,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Africa proconsularis,4,0,0,0,0,0,4,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Venetia et Histria / Regio X,3,3,0,0,1,2,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Asia,3,3,1,1,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Hispania citerior,3,0,0,0,0,0,3,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Samnium / Regio IV,2,2,1,1,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Apulia et Calabria / Regio II,2,2,2,0,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Noricum,2,2,0,2,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Etruria / Regio VII,2,2,0,0,1,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Umbria / Regio VI,2,2,0,0,1,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Sicilia,1,1,0,0,1,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Dacia,1,1,0,1,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Cilicia,1,1,0,1,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Picenum / Regio V,1,1,0,0,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Macedonia,1,1,0,0,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Pannonia superior,1,1,0,0,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Dalmatia,1,1,0,0,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Pannonia inferior,1,1,0,0,0,1,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Moesia superior,1,1,1,0,0,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Creta et Cyrenaica,1,0,0,0,0,0,1,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Barbaricum,1,1,0,0,1,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Aegyptus,1,0,0,0,0,0,1,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,Germania superior,1,1,0,0,1,0,0,regex q=(^|[^IVX])VI ?/? ?Ferr (mode=r); total hits 100; ids not in index 0
VI Ferrata,EDCS,ALL,100,60,6,16,14,24,40,regex q=(^|[^IVX])VI ?/? ?Ferr; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
III Cyrenaica,EDCS,Arabia,76,6,0,0,0,6,70,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Aegyptus,17,5,2,2,0,1,12,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Roma,12,11,1,2,0,8,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Syria,11,7,0,1,0,6,4,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Latium et Campania / Regio I,9,6,1,2,3,0,3,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Africa proconsularis,6,1,0,0,0,1,5,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Samnium / Regio IV,5,4,0,0,1,3,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Asia,4,3,1,1,1,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Hispania citerior,4,1,0,0,0,1,3,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Apulia et Calabria / Regio II,3,3,1,1,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Numidia,3,1,0,0,0,1,2,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Lycia et Pamphylia,2,0,0,0,0,0,2,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Lugudunensis,2,1,0,0,0,1,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Palaestina,2,2,0,0,1,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Etruria / Regio VII,2,2,0,1,1,0,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Umbria / Regio VI,2,2,0,0,0,2,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Macedonia,2,1,0,1,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Dalmatia,2,2,0,1,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Moesia superior,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Transpadana / Regio XI,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Gallia Narbonensis,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Aemilia / Regio VIII,1,1,1,0,0,0,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Belgica / Germania inferior,1,1,0,0,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Germania inferior,1,1,0,0,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Dacia,1,1,0,0,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Galatia,1,1,1,0,0,0,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Creta et Cyrenaica,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Mauretania Caesariensis,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Moesia inferior,1,1,0,0,1,0,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Britannia,1,0,0,0,0,0,1,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,Provincia incerta,1,1,0,0,0,1,0,regex q=(^|[^IVX])III ?/? ?Cyren (mode=r); total hits 177; ids not in index 0
III Cyrenaica,EDCS,ALL,177,65,8,12,8,37,112,regex q=(^|[^IVX])III ?/? ?Cyren; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
II Traiana,EDCS,Aegyptus,46,24,0,0,4,20,22,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Palaestina,6,4,0,0,4,0,2,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Roma,5,5,0,0,0,5,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Latium et Campania / Regio I,4,4,0,0,2,2,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Syria,4,2,0,0,1,1,2,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Venetia et Histria / Regio X,3,2,0,0,0,2,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Hispania citerior,3,1,0,0,0,1,2,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Picenum / Regio V,3,3,0,0,2,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Umbria / Regio VI,3,3,0,0,1,2,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Africa proconsularis,2,1,0,0,1,0,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Apulia et Calabria / Regio II,2,2,0,0,0,2,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Lugudunensis,2,0,0,0,0,0,2,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Galatia,2,1,0,0,1,0,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Dalmatia,2,2,0,0,1,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Samnium / Regio IV,1,1,0,0,0,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Baetica,1,0,0,0,0,0,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Germania superior,1,1,0,0,1,0,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Moesia inferior,1,1,0,0,0,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Numidia,1,1,0,0,0,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Mauretania Caesariensis,1,0,0,0,0,0,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Pannonia superior,1,1,0,0,0,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Asia,1,1,0,1,0,0,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Barbaricum,1,1,0,0,0,1,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Sicilia,1,1,0,0,1,0,0,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,Arabia,1,0,0,0,0,0,1,regex q=(^|[^IVXL])II ?/? ?Traian (mode=r); total hits 98; ids not in index 0
II Traiana,EDCS,ALL,98,62,0,1,19,42,36,regex q=(^|[^IVXL])II ?/? ?Traian; date band = midpoint of EDCS date range; includes tile stamps/graffiti (categories not filtered)
XII Fulminata,EDCS,Galatia,8,2,2,0,0,0,6,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Achaia,6,5,4,1,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Roma,5,4,0,0,0,4,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Latium et Campania / Regio I,5,4,0,0,1,3,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Venetia et Histria / Regio X,4,4,0,3,0,1,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Baetica,4,3,0,1,1,1,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Africa proconsularis,4,3,1,0,0,2,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Numidia,4,2,0,1,0,1,2,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Asia,3,0,0,0,0,0,3,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Dalmatia,3,3,0,0,3,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Palaestina,3,3,0,1,2,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Apulia et Calabria / Regio II,2,2,1,1,0,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Samnium / Regio IV,2,2,0,0,2,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Lycia et Pamphylia,2,0,0,0,0,0,2,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Mauretania Caesariensis,2,1,0,0,1,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Etruria / Regio VII,2,2,0,0,0,2,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Syria,2,1,0,1,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Pannonia inferior,2,2,0,0,0,2,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Moesia inferior,2,2,0,0,1,1,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Cappadocia,2,0,0,0,0,0,2,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Raetia,2,1,1,0,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Moesia superior,1,0,0,0,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Hispania citerior,1,0,0,0,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Gallia Narbonensis,1,0,0,0,0,0,1,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Liguria / Regio IX,1,1,0,0,1,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Dacia,1,1,0,0,0,1,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Barbaricum,1,1,0,1,0,0,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
XII Fulminata,EDCS,Armenia,1,1,0,0,0,1,0,regex q=(^|[^IVX])XII ?/? ?Fulm (mode=r); total hits 82; ids not in index 0
