draw,obs_x,obs_y,eye_z,barn_w,barn_d,barn_eaves,barn_ridge,barn_axis,dalton_w,dalton_y0,dalton_eaves,dalton_ridge,forbes_x0,forbes_w,forbes_depth,forbes_eaves,forbes_ridge,body_visible,z_body_min,ridge_visible,H_min,above_ridge
127,219.2,-58.8,3.71,20.0,16.0,11.3,14.6,E-W,21.5,36.9,13.6,16.2,185.1,19.7,71.4,12.2,19.5,0,,0,19.92,5.31
128,220.6,-60.1,2.57,16.0,20.0,12.9,16.3,E-W,19.2,35.9,12.9,17.4,188.1,16.2,65.8,12.4,20.3,0,,0,19.92,3.6
129,219.6,-60.4,3.02,20.0,16.0,13.8,17.0,E-W,21.6,37.3,14.1,18.1,183.9,19.1,69.4,11.8,18.6,0,,0,21.8,4.77
130,223.1,-60.4,3.72,16.0,20.0,15.6,19.8,N-S,17.9,38.7,13.7,18.7,188.9,19.7,65.1,11.9,19.6,0,,1,19.45,-0.31
131,219.1,-58.8,2.53,16.0,20.0,14.0,17.6,N-S,21.8,40.6,13.4,16.5,188.8,18.8,62.4,12.2,19.2,1,6.41,0,18.05,0.42
132,222.3,-59.4,2.67,16.0,20.0,12.8,17.2,E-W,20.9,38.7,12.9,18.1,185.5,16.4,63.1,11.1,19.5,0,,0,18.52,1.3
133,223.1,-57.9,3.01,16.0,20.0,11.6,15.7,N-S,21.4,37.9,13.5,17.4,189.4,17.3,70.9,12.1,17.0,0,,0,20.16,4.48
134,222.5,-59.9,3.59,20.0,16.0,12.6,16.2,N-S,16.5,37.7,13.1,18.0,187.9,16.4,75.4,11.4,19.1,0,,0,21.33,5.17
135,219.5,-58.0,3.56,20.0,16.0,15.3,19.6,E-W,16.1,39.4,13.5,17.3,186.3,18.2,74.4,12.8,20.6,0,,0,20.62,0.98
136,218.2,-58.6,3.65,16.0,20.0,10.5,14.7,E-W,16.7,37.3,14.2,17.0,187.9,18.3,71.7,12.8,18.3,0,,0,20.16,5.48
137,221.3,-58.1,3.59,20.0,16.0,10.3,15.0,N-S,17.3,36.4,13.2,16.9,188.6,17.6,70.2,13.6,19.2,0,,0,21.09,6.12
138,219.8,-59.7,3.47,20.0,16.0,12.4,17.2,N-S,16.7,41.1,15.0,17.2,185.3,18.5,68.0,12.0,19.0,0,,0,20.39,3.15
139,219.8,-57.7,2.82,20.0,16.0,11.3,16.3,E-W,20.1,38.2,13.7,18.5,188.7,16.3,77.9,12.2,22.0,0,,0,22.03,5.71
140,219.4,-57.8,3.08,20.0,16.0,10.3,14.4,N-S,18.3,39.5,12.9,18.3,188.9,19.4,61.1,12.5,20.9,0,,0,19.92,5.5
141,219.9,-59.5,3.13,16.0,20.0,15.7,19.0,E-W,16.0,36.9,12.3,18.0,187.0,16.9,76.6,12.5,20.5,0,,1,18.98,-0.05
142,219.8,-59.9,3.02,16.0,20.0,10.8,15.0,E-W,16.6,39.1,12.7,18.4,185.7,19.2,61.3,13.6,18.0,0,,0,17.81,2.79
143,219.4,-58.2,3.53,16.0,20.0,10.6,14.6,E-W,17.4,37.4,13.0,18.8,189.2,18.7,61.0,12.7,19.5,0,,0,19.69,5.12
144,221.5,-58.0,3.67,20.0,16.0,9.8,14.5,E-W,20.5,35.9,12.9,15.8,183.6,16.5,65.5,13.3,18.5,0,,0,31.41,16.88
145,218.7,-58.7,3.46,20.0,16.0,13.2,17.5,N-S,20.2,38.4,14.0,16.7,184.6,17.7,66.4,13.0,20.6,0,,0,20.39,2.92
146,223.2,-59.6,3.67,16.0,20.0,14.1,18.8,E-W,16.2,39.2,12.7,16.4,184.7,19.8,66.5,13.8,20.5,0,,0,28.36,9.56
147,218.4,-58.1,2.66,16.0,20.0,15.4,19.3,E-W,20.1,39.8,14.1,18.6,189.2,19.5,74.6,12.1,19.1,1,3.59,1,10.55,-8.71
148,222.7,-59.7,3.15,20.0,16.0,9.5,14.1,N-S,19.8,36.6,14.5,17.8,188.2,17.1,78.7,14.1,20.9,0,,0,22.73,8.59
149,221.0,-58.8,3.71,16.0,20.0,12.1,16.3,N-S,21.1,39.6,12.8,18.2,183.6,19.8,66.8,11.5,19.8,0,,0,18.05,1.73
150,220.8,-60.3,2.98,20.0,16.0,14.4,17.7,N-S,16.0,38.1,13.6,18.8,185.5,19.4,78.2,12.7,19.2,0,,0,22.27,4.52
151,218.7,-57.5,3.6,20.0,16.0,10.9,15.0,E-W,18.1,38.4,13.4,18.3,184.1,18.8,63.3,13.3,19.5,0,,0,28.12,13.13
152,221.1,-57.9,3.43,20.0,16.0,11.3,14.6,N-S,16.2,38.1,14.6,16.6,186.7,18.5,67.6,11.9,21.2,0,,0,21.56,6.94
153,223.5,-60.3,3.14,20.0,16.0,15.4,19.7,E-W,21.4,38.0,13.2,16.6,186.6,16.3,78.5,11.9,17.6,0,,0,20.16,0.43
154,222.7,-57.9,3.13,20.0,16.0,9.9,14.5,E-W,18.9,37.1,13.1,18.2,188.6,18.3,74.9,12.4,18.5,0,,0,22.03,7.58
155,223.1,-58.9,3.21,16.0,20.0,15.5,19.3,E-W,16.8,36.5,14.6,17.6,188.8,18.2,61.3,12.5,18.2,0,,0,21.8,2.53
156,219.7,-60.3,3.03,16.0,20.0,13.0,17.1,N-S,18.8,37.4,13.5,16.4,183.5,16.3,68.3,14.3,20.3,0,,0,18.98,1.85
157,222.2,-58.8,3.41,16.0,20.0,15.8,19.5,N-S,21.8,39.0,12.3,16.0,183.8,16.0,74.7,12.8,19.6,0,,0,27.42,7.96
158,219.9,-60.1,2.88,16.0,20.0,14.5,18.9,N-S,19.9,36.2,13.7,18.3,187.5,16.5,68.5,13.2,22.0,0,,0,20.86,1.91
159,222.8,-58.9,2.54,16.0,20.0,12.1,16.6,N-S,16.7,38.6,13.3,19.0,189.1,18.3,65.0,13.2,19.6,0,,0,19.92,3.37
160,218.2,-57.8,3.49,16.0,20.0,9.8,14.1,E-W,17.5,38.7,13.1,16.3,186.1,16.9,70.4,11.1,18.3,0,,0,18.05,3.91
161,220.8,-60.1,2.7,16.0,20.0,10.4,15.1,E-W,16.9,37.4,14.3,18.3,187.4,16.3,60.8,11.5,17.9,0,,0,21.09,5.99
162,221.3,-57.7,3.58,16.0,20.0,10.4,14.8,N-S,16.2,36.0,13.0,17.9,186.4,18.6,64.7,12.5,20.9,0,,0,21.33,6.49
163,218.8,-60.3,3.35,16.0,20.0,14.7,19.0,N-S,19.7,37.9,13.5,17.9,188.0,16.6,75.9,13.5,18.2,0,,1,18.98,-0.03
164,221.4,-58.2,2.93,16.0,20.0,14.8,18.0,E-W,18.0,39.4,13.9,17.8,184.4,17.2,72.9,13.4,20.3,0,,0,19.45,1.43
165,219.0,-58.8,3.54,16.0,20.0,11.4,16.1,N-S,16.0,36.5,13.2,18.7,186.1,17.0,69.0,13.6,21.9,0,,0,20.62,4.48
166,219.8,-59.3,3.2,16.0,20.0,13.3,17.0,N-S,16.5,36.6,13.5,18.5,187.1,19.4,75.7,11.7,17.8,0,,0,20.86,3.88
167,219.7,-59.2,2.58,20.0,16.0,11.0,15.6,N-S,20.0,38.6,14.2,16.9,184.6,18.0,67.2,12.7,19.4,0,,0,21.09,5.45
168,222.0,-59.8,2.78,16.0,20.0,10.3,14.2,E-W,16.6,38.0,13.7,16.5,183.4,16.3,62.0,13.4,22.0,0,,0,19.92,5.72
169,218.8,-58.4,2.68,20.0,16.0,15.2,18.9,E-W,18.2,38.9,13.1,18.3,186.6,17.8,75.6,13.5,18.9,0,,0,20.39,1.48
170,221.4,-60.0,3.44,20.0,16.0,14.7,19.0,N-S,17.4,35.2,14.0,18.3,187.5,19.4,69.8,12.0,20.0,0,,0,23.91,4.88
171,221.5,-59.8,3.02,16.0,20.0,14.3,18.6,N-S,21.8,38.4,13.3,17.5,184.2,19.5,69.0,12.6,20.2,0,,0,18.98,0.4
172,223.1,-58.2,2.93,16.0,20.0,12.8,17.7,N-S,19.1,36.9,12.5,17.6,184.0,18.7,61.5,12.0,17.8,0,,0,20.16,2.45
173,223.6,-58.2,2.8,20.0,16.0,14.3,18.2,N-S,20.0,39.6,12.7,16.3,187.6,17.5,60.4,12.5,19.3,0,,0,19.45,1.21
174,223.9,-59.2,3.45,16.0,20.0,14.9,19.0,E-W,17.0,38.4,14.8,17.5,188.6,17.8,78.9,13.1,20.6,0,,0,21.56,2.6
175,220.9,-60.5,3.17,20.0,16.0,11.8,15.1,E-W,20.4,39.6,12.9,18.4,185.6,17.2,71.0,12.1,18.9,0,,0,19.45,4.34
176,219.5,-58.8,3.48,16.0,20.0,10.9,14.6,E-W,18.6,38.5,13.5,16.7,186.8,17.1,64.6,12.5,19.9,0,,0,18.75,4.17
177,223.8,-58.2,3.2,20.0,16.0,11.6,15.7,E-W,17.0,36.1,12.8,18.4,186.8,16.9,69.5,11.2,20.5,0,,0,24.84,9.19
178,219.1,-59.0,3.53,16.0,20.0,12.7,16.1,E-W,20.3,38.6,13.4,16.9,187.0,16.9,68.4,12.3,20.8,0,,0,18.28,2.22
179,218.9,-60.1,3.11,20.0,16.0,12.4,17.1,E-W,18.5,36.6,13.6,16.0,183.7,20.0,67.0,12.7,20.1,0,,0,20.16,3.02
180,222.4,-58.9,3.1,20.0,16.0,15.8,19.1,N-S,21.5,37.0,13.4,18.4,189.1,19.6,73.7,11.9,19.5,0,,0,21.8,2.67
181,218.2,-59.5,3.64,20.0,16.0,14.5,17.7,N-S,19.9,36.6,14.2,16.7,185.4,17.6,60.7,12.8,19.8,0,,0,21.09,3.43
182,222.2,-58.2,2.76,20.0,16.0,14.5,18.9,N-S,18.8,36.0,12.9,17.7,187.9,17.9,72.8,13.6,17.9,0,,0,22.97,4.05
183,222.4,-58.2,2.61,20.0,16.0,11.8,15.9,N-S,20.1,40.2,14.3,17.9,188.0,18.3,73.4,12.8,20.0,0,,0,21.33,5.43
184,221.3,-59.8,3.48,20.0,16.0,14.9,19.2,N-S,19.1,40.2,13.9,19.3,183.8,16.1,79.1,12.4,18.6,0,,0,24.84,5.63
185,221.7,-58.4,3.54,20.0,16.0,16.3,19.4,E-W,17.9,40.0,12.5,15.9,184.9,19.1,61.8,14.1,21.4,0,,0,31.88,12.51
186,220.0,-58.1,3.29,20.0,16.0,14.1,17.9,N-S,17.4,37.0,13.0,18.3,188.8,16.9,77.3,13.5,18.6,0,,0,21.8,3.89
187,219.8,-59.9,3.08,20.0,16.0,16.2,19.9,N-S,17.4,38.7,13.8,18.4,187.7,18.9,74.0,12.9,19.0,0,,0,20.62,0.74
188,222.4,-58.0,2.8,20.0,16.0,13.5,18.0,N-S,16.1,37.5,13.8,17.1,186.1,19.4,75.6,11.9,17.7,0,,0,22.5,4.45
189,220.9,-59.7,3.56,20.0,16.0,11.1,14.8,E-W,17.9,37.0,12.8,16.3,188.4,18.2,66.3,13.7,19.5,0,,0,20.16,5.36
190,218.5,-57.7,3.45,16.0,20.0,12.9,17.7,N-S,19.5,37.5,12.1,16.5,184.0,18.3,64.2,12.9,18.3,0,,1,17.58,-0.1
