# We Proceeded On (Lewis and Clark Trail Heritage Foundation quarterly) — index of items whose article text/title/author matched death-related search terms, built 2026-09-14 from the WPO search engine at https://lewisandclark.org/search-wpo/ (POST search1=<term>&type1=<Article Text|Article Titles|Authors>).
# Columns: status (OPEN = PDF online at https://lewisandclark.org<href>; PRINT = issue younger than one year, print only) | href | citation as given by the index | search terms that matched (t:=article text, ti:=title, a:=author)
status	href	citation	matched_terms
OPEN	/wpo/pdf/vol28no1.pdf#page=11	"The Enduringly Mysterious Death of Meriwether Lewis," February 2002, Vol.28 No. 1, Page 9.	t:Chuinard,t:Grinder,t:Neelly,t:Pernier,t:Vardis,t:Wilkinson,t:assassin,t:suicide,ti:death
OPEN	/wpo/pdf/vol28no1.pdf#page=12	Thomas C. Danisi, "The 'Ague' Made Him Do It: Did Meriwether Lewis shoot himself to exorcise the demons of that 'banefull oppression,' malaria?," February 2002, Vol.28 No. 1, Page 10.	a:Danisi,t:Alexander Wilson,t:Chuinard,t:Grinder,t:Neelly,t:Pernier,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=15	J. I. Merritt, "Lewis's final journey: A chronology, September 4 - October 11, 1809," February 2002, Vol.28 No. 1, Page 13.	t:Gilbert Russell,t:Grinder,t:Neelly,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=18	Ruth L. Colter Frick, "Meriwether Lewis's Personal Finances: The governor of Upper Louisiana was land rich but cash poor when he left on his last, fateful journey," February 2002, Vol.28 No. 1, Page 16.	t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=23	John D.W. Guice, "Moonlight and Meriwether Lewis: How could Mrs. Grinder have seen what she claimed on that pitch-black night?," February 2002, Vol.28 No. 1, Page 21.	a:Guice,t:Alexander Wilson,t:Grinder,t:Neelly,t:Pernier,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=26	"Alexander Wilson's report on Lewis's death," February 2002, Vol.28 No. 1, Page 24.	t:Grinder,ti:death
OPEN	/wpo/pdf/vol28no1.pdf#page=27	Donald Jackson, "James Neelly's letter to Thomas Jefferson," February 2002, Vol.28 No. 1, Page 25.	a:Jackson,t:Grinder,t:Neelly,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=34	J. I. Merritt, "Vardis Fisher: Meriwether Lewis's contentious partisan (Book Review)," February 2002, Vol.28 No. 1, Page 32.	t:Grinder,t:Neelly,t:Starrs,t:Vardis,t:assassin,t:exhum,t:suicide
OPEN	/wpo/pdf/vol28no1.pdf#page=35	Landon Y. Jones, Jr., "Explorations that are also moral tales rich in ambiguity and complexity (Book Review)," February 2002, Vol.28 No. 1, Page 33.	t:Wilkinson
OPEN	/wpo/pdf/vol28no2.pdf#page=32	Charles Greifenstein, "Fevers, fluxes, excretions, sex, et cetera: Rush's queries about Indians," May 2002, Vol.28 No. 2, Page 31.	t:suicide
OPEN	/wpo/pdf/vol28no2.pdf#page=34	Ronald V. Loge, "Meriwether Lewis and Malaria: Another view of the 'ague' and whether it contributed to his death at Grinder's Stand," May 2002, Vol.28 No. 2, Page 33.	t:Chuinard,t:Grinder,t:suicide,ti:death
OPEN	/wpo/pdf/vol28no2.pdf#page=38	Anna Loge, "Their 'E.R.' was the great outdoors (Book Review)," May 2002, Vol.28 No. 2, Page 37.	t:Chuinard
OPEN	/wpo/pdf/vol28no2.pdf#page=43	"L&C in other Publications," May 2002, Vol.28 No. 2, Page 42.	t:Phelps
OPEN	/wpo/pdf/vol28no2.pdf#page=45	Ludd A. Trozpek, "Passages: Bibliophile and board member Bob Shattuck," May 2002, Vol.28 No. 2, Page 44.	t:suicide
OPEN	/wpo/pdf/vol28no3.pdf#page=3	Thomas C. Danisi and Sheila Robinson, "Lewis's death (2 Letters)," August 2002, Vol.28 No. 3, Page 2.	a:Danisi,t:Grinder,t:Neelly,t:suicide,ti:death
OPEN	/wpo/pdf/vol28no3.pdf#page=36	Landon Y. Jones, Jr., "Clark's letters to his brother reveal a man in transition (Book Review)," August 2002, Vol.28 No. 3, Page 35.	t:Pernier,t:suicide
OPEN	/wpo/pdf/vol28no3.pdf#page=42	"L&C in other publications," August 2002, Vol.28 No. 3, Page 41.	t:Wilkinson
OPEN	/wpo/pdf/vol28no4.pdf#page=24	Robert J. Moore, Jr., "Neatness Mattered: Hair, beards, and the Corps of Discovery," November 2002, Vol.28 No. 4, Page 23.	t:Wilkinson
OPEN	/wpo/pdf/vol28no4.pdf#page=36	White McKenzie Wallenborn, "The captains as medical men: doing the best with what they knew (Book Review)," November 2002, Vol.28 No. 4, Page 35.	t:Chuinard,t:suicide
OPEN	/wpo/pdf/vol28no4.pdf#page=36	"In Brief: Olin Wheeler; Larry McMurtry; Gass," November 2002, Vol.28 No. 4, Page 35.	t:Wilkinson,t:suicide
OPEN	/wpo/pdf/vol29no1.pdf#page=12	Stephen E. Ambrose, "Reliving the Adventures of Meriwether Lewis," February 2003, Vol.29 No. 1, Page 11.	t:suicide
OPEN	/wpo/pdf/vol29no1.pdf#page=34	Dennis M. O'Connell, "'Eclipse' casts a brooding shadow on the bright adventure of Lewis and Clark (Book Review)," February 2003, Vol.29 No. 1, Page 33.	t:suicide
OPEN	/wpo/pdf/vol29no1.pdf#page=45	James J. Holmberg, "From Julia's Kitchen: We can assume these recipes were favorites of William Clark," February 2003, Vol.29 No. 1, Page 44.	a:Holmberg
OPEN	/wpo/pdf/vol29no2.pdf#page=7	Mark Chalkley, "Eagle Feather Goes to Washington: an Arikara chief journeyed to the nation's capital in 1805," May 2003, Vol.29 No. 2, Page 6.	t:Wilkinson
OPEN	/wpo/pdf/vol29no3.pdf#page=5	Frank Muhly, "Expanding the L&C Trail and story (Letter)," August 2003, Vol.29 No. 3, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol29no3.pdf#page=35	"Moulton's one-volume 'American epic' is a grand introduction to Lewis & Clark (Book Review)," August 2003, Vol.29 No. 3, Page 34.	t:suicide
OPEN	/wpo/pdf/vol29no3.pdf#page=36	J. I. Merritt, "Everything you'd ever want to know about L&C," August 2003, Vol.29 No. 3, Page 35.	t:Chuinard
OPEN	/wpo/pdf/vol29no3.pdf#page=49	Jill Carlson Jackson, "New developments in the library and archives," August 2003, Vol.29 No. 3, Page 48.	a:Jackson
OPEN	/wpo/pdf/vol29no4.pdf#page=21	Joan Hockaday, "Beautiful Blue Camas," November 2003, Vol.29 No. 4, Page 20.	t:suicide
OPEN	/wpo/pdf/vol29no4.pdf#page=44	Robert McCracken Peck, "A sumptuously illustrated bibliography from Lewis and Clark College (Book Review)," November 2003, Vol.29 No. 4, Page 43.	a:Peck,t:Chuinard
OPEN	/wpo/pdf/vol29no4.pdf#page=53	Jill Carlson Jackson, "We want your 'stuff' for the Foundation's archives," November 2003, Vol.29 No. 4, Page 52.	a:Jackson
OPEN	/wpo/pdf/vol30no1.pdf#page=36	James J. Holmberg, "Lost & Found: Discharge Papers of John Shields," February 2004, Vol.30 No. 1, Page 35.	a:Holmberg
OPEN	/wpo/pdf/vol30no1.pdf#page=41	Dennis M. O'Connell, "Tales of intrigue in Jefferson's West (Book Review)," February 2004, Vol.30 No. 1, Page 40.	t:Wilkinson
OPEN	/wpo/pdf/vol30no1.pdf#page=47	Mark Chalkley, "Sheheke: friend to Lewis and Clark, envoy to Thomas Jefferson (Book Review)," February 2004, Vol.30 No. 1, Page 46.	t:suicide
OPEN	/wpo/pdf/vol30no1.pdf#page=49	Jill Carlson Jackson, "Gifts are critical to building the library and archives," February 2004, Vol.30 No. 1, Page 48.	a:Jackson
OPEN	/wpo/pdf/vol30no1.pdf#page=53	Bill Smith, "Wilbur and Orville, William and Meriwether: The inventors and the explorers shared many things in common," February 2004, Vol.30 No. 1, Page 52.	t:suicide
OPEN	/wpo/pdf/vol30no2.pdf#page=9	"Lewis & Clark in other publications," May 2004, Vol.30 No. 2, Page 8.	t:suicide
OPEN	/wpo/pdf/vol30no2.pdf#page=51	Jill Carlson Jackson, "Sherman Library's online services are at your fingertips," May 2004, Vol.30 No. 2, Page 50.	a:Jackson
OPEN	/wpo/pdf/vol30no3.pdf#page=32	J. I. Merritt, "Crossing the real and metaphorical divides (Book Review)," August 2004, Vol.30 No. 3, Page 31.	t:Grinder
OPEN	/wpo/pdf/vol30no3.pdf#page=45	Jill Carlson Jackson, "Barnes family donates rare Lewis & Clark books," August 2004, Vol.30 No. 3, Page 44.	a:Jackson
OPEN	/wpo/pdf/vol30no4.pdf#page=9	Sherman L. Fleek, "The Army of Lewis and Clark: The military molded the Corps of Discovery," November 2004, Vol.30 No. 4, Page 8.	t:Wilkinson
OPEN	/wpo/pdf/vol30no4.pdf#page=23	Mark Chalkley, "A Man Dimly Lit By History: Was John Pernier, Meriwether Lewis's 'faithful servant,' in fact his murderer? The allegation is doubtful," November 2004, Vol.30 No. 4, Page 22.	t:Alexander Wilson,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Vardis,t:assassin,t:suicide,ti:murder
OPEN	/wpo/pdf/vol30no4.pdf#page=30	Dennis M. O'Connell, "Morris chronicles afterlife of the Corps of Discovery (Book Review)," November 2004, Vol.30 No. 4, Page 29.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol30no4.pdf#page=41	Jill Carlson Jackson, "L&C genealogy documents will soon be available," November 2004, Vol.30 No. 4, Page 40.	a:Jackson
OPEN	/wpo/pdf/vol31no1.pdf#page=4	Landon Y. Jones, Jr., "John Pernier worked for Jefferson (Letter)," February 2005, Vol.31 No. 1, Page 3.	t:Grinder,t:Neelly,t:Pernier
OPEN	/wpo/pdf/vol31no1.pdf#page=4	Jane Randol Jackson, "New George Drouillard Chapter (Letter)," February 2005, Vol.31 No. 1, Page 3.	a:Jackson
OPEN	/wpo/pdf/vol31no1.pdf#page=15	Jane Randol Jackson, "Cape Girardeau and the Corps of Discovery: Newly discovered archival documents detail the post-expedition lives off our veterans of the Lewis & Clark Expedition," February 2005, Vol.31 No. 1, Page 14.	a:Jackson
OPEN	/wpo/pdf/vol31no1.pdf#page=44	Jill Carlson Jackson, "Lewis & Clark on the World Wide Web," February 2005, Vol.31 No. 1, Page 43.	a:Jackson
OPEN	/wpo/pdf/vol31no2.pdf#page=5	Larry Janoff, "Larry Morris's Fate of the Corps (Letter)," May 2005, Vol.31 No. 2, Page 4.	t:Grinder
OPEN	/wpo/pdf/vol31no2.pdf#page=8	Jill Carlson Jackson, "Is this a L&C artifact? We can help you find out," May 2005, Vol.31 No. 2, Page 7.	a:Jackson
OPEN	/wpo/pdf/vol31no3.pdf#page=11	Mark Chalkley, "Artist, Naturalist, Impresario: Charles Willson Peale," August 2005, Vol.31 No. 3, Page 10.	t:Alexander Wilson,t:suicide
OPEN	/wpo/pdf/vol31no3.pdf#page=28	Jill Carlson Jackson, "Landscapes Preserved for History: The Lewis and Clark paintings and photographs of Ralph Earll DeCamp," August 2005, Vol.31 No. 3, Page 27.	a:Jackson
OPEN	/wpo/pdf/vol31no3.pdf#page=35	Anthony Brandt, "Two new essay collections reflect on Lewis & Clark (Book Review)," August 2005, Vol.31 No. 3, Page 34.	t:exhum
OPEN	/wpo/pdf/vol31no4.pdf#page=5	Patti Thomsen, "Embracing healing circles (President's Message)," November 2005, Vol.31 No. 4, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol31no4.pdf#page=41	"The Gunshots at Grinder's Stand: Assumptions about their sequence can lead investigators astray," November 2005, Vol.31 No. 4, Page 40.	t:Chuinard,t:Gilbert Russell,t:Grinder,t:Neelly,t:Vardis,t:exhum,t:suicide
OPEN	/wpo/pdf/vol32no1.pdf#page=3	Evelyn L. Orr, "Gunshots at Grinder's Stand (Letter)," February 2006, Vol.32 No. 1, Page 2.	t:Grinder,t:Neelly,t:suicide
OPEN	/wpo/pdf/vol32no1.pdf#page=3	Michael Carrick, "Gunshots at Grinder's Stand (Letter)," February 2006, Vol.32 No. 1, Page 2.	t:Grinder,t:Neelly,t:Vardis,t:suicide
OPEN	/wpo/pdf/vol32no1.pdf#page=7	David J. Peck, "Announcing our Third Century Endowment Fund (President's Message)," February 2006, Vol.32 No. 1, Page 6.	a:Peck
OPEN	/wpo/pdf/vol32no1.pdf#page=15	John C. Jackson, "The Fight on Two Medicine River: Who were those Indians, and how many died?," February 2006, Vol.32 No. 1, Page 14.	a:Jackson
OPEN	/wpo/pdf/vol32no1.pdf#page=44	J. I. Merritt, "Facsimile of Sgt. Floyd's journal lets the reader second-guess the editor (Book Review)," February 2006, Vol.32 No. 1, Page 43.	t:exhum
OPEN	/wpo/pdf/vol32no2.pdf#page=3	Evedene Bennett, Bruce Stark, and robert J. Boyle, Jr., "Lewis's longitude readings (3 Letters)," May 2006, Vol.32 No. 2, Page 2.	t:assassin
OPEN	/wpo/pdf/vol32no3.pdf#page=4	Beth H, Chain, "Lewis's lost rifle (Letter)," August 2006, Vol.32 No. 3, Page 3.	t:Neelly
OPEN	/wpo/pdf/vol32no3.pdf#page=13	Robert R. Hunt, "Eye Talk, Ear Talk: Sign language, translation chains, and trade jargon on the Lewis & Clark Trail," August 2006, Vol.32 No. 3, Page 12.	t:Wilkinson
OPEN	/wpo/pdf/vol32no3.pdf#page=34	J. I. Merritt, "In Brief: Medical appendices; Nebraska guide; biking and canoeing L&C Trail; Drouillard biography," August 2006, Vol.32 No. 3, Page 33.	t:Chuinard
OPEN	/wpo/pdf/vol32no3.pdf#page=38	Keith G. Hay, "Present at the creation: The conservation roots of the LCTHF (Part II)," August 2006, Vol.32 No. 3, Page 37.	t:Chuinard
OPEN	/wpo/pdf/vol32no4.pdf#page=32	Dennis M. O'Connell, "Skullduggery and intrigue stalk novel about Lewis's fatal, final journey (Book Review)," November 2006, Vol.32 No. 4, Page 31.	t:Grinder,t:Neelly,t:Wilkinson
OPEN	/wpo/pdf/vol32no4.pdf#page=41	J. I. Merritt, "So long, it's been good to know you: A few reflections from WPO's retiring editor," November 2006, Vol.32 No. 4, Page 40.	t:Grinder,t:suicide
OPEN	/wpo/pdf/vol33no1.pdf#page=15	Frank X. Walker, "When Winter Comes: Untold stories of the Lewis and Clark Expedition," January 2007, Vol.33 No. 1, Page 14.	t:suicide
OPEN	/wpo/pdf/vol33no1.pdf#page=29	J. I. Merritt, "Evidence supporting suicide and murder presented for review and judgement (Book Review)," January 2007, Vol.33 No. 1, Page 28.	t:Grinder,t:Wilkinson,t:suicide,ti:murder,ti:suicide
OPEN	/wpo/pdf/vol33no1.pdf#page=36	"LCTHF regional meetings," January 2007, Vol.33 No. 1, Page 35.	t:Grinder
OPEN	/wpo/pdf/vol33no1.pdf#page=37	Gary E. Moulton, "Influential Americans: Elvis and P. T. Barnum outrank team of Lewis and Clark," January 2007, Vol.33 No. 1, Page 36.	t:Gilbert Russell,t:suicide
OPEN	/wpo/pdf/vol33no2.pdf#page=7	Robert J. Moore, Jr., "Lewis and Clark: Remaking the American West, 1808-1838," May 2007, Vol.33 No. 2, Page 6.	t:Wilkinson
OPEN	/wpo/pdf/vol33no2.pdf#page=17	Thomas C. Danisi and John C. Jackson, "Homeward Bound: After September 23, 1806 the men were far from the completion of their duties," May 2007, Vol.33 No. 2, Page 16.	a:Danisi,a:Jackson,t:Pernier
OPEN	/wpo/pdf/vol33no2.pdf#page=33	J. I. Merritt, "Explorers and missionaries shared biases toward Indians, had different impacts (Book Review)," May 2007, Vol.33 No. 2, Page 32.	t:suicide
OPEN	/wpo/pdf/vol33no3.pdf#page=5	Don Popejoy, "Honoring Lewis (Letter)," August 2007, Vol.33 No. 3, Page 4.	t:suicide
OPEN	/wpo/pdf/vol33no3.pdf#page=36	Jane Randol Jackson, "New expedition connections to Cape Girardeau," August 2007, Vol.33 No. 3, Page 35.	a:Jackson
OPEN	/wpo/pdf/vol33no4.pdf#page=5	Glen Kirkpatrick, "Murder vs. suicide (Letter)," November 2007, Vol.33 No. 4, Page 4.	t:Grinder,t:suicide,ti:murder,ti:suicide
OPEN	/wpo/pdf/vol33no4.pdf#page=17	Robert R. Hunt, "Of Thermometers and Temperatures on the Lewis and Clark Expedition," November 2007, Vol.33 No. 4, Page 16.	t:Chuinard
OPEN	/wpo/pdf/vol34no1.pdf#page=5	VerLynn Kneifl and Jeffrey Neil Zimmerman, "More on murder vs. suicide (2 Letters)," February 2008, Vol.34 No. 1, Page 4.	t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Wilkinson,t:assassin,t:exhum,t:suicide,ti:murder,ti:suicide
OPEN	/wpo/pdf/vol34no1.pdf#page=10	H. Carl Camp, "The Corps of Discovery: Improvisers Extraordinaire," February 2008, Vol.34 No. 1, Page 9.	t:exhum
OPEN	/wpo/pdf/vol34no2.pdf#page=7	Mark Chalkley, "Depression misunderstood (Letter)," May 2008, Vol.34 No. 2, Page 6.	t:suicide
OPEN	/wpo/pdf/vol34no2.pdf#page=33	James J. Holmberg, "New Clark biography studies his post-expedition career in Indian affairs (Book Review)," May 2008, Vol.34 No. 2, Page 32.	a:Holmberg
OPEN	/wpo/pdf/vol34no3.pdf#page=5	Glen Kirkpatrick, "One more argument for suicide (Letter)," August 2008, Vol.34 No. 3, Page 4.	t:Grinder,t:Neelly,t:assassin,t:exhum,t:suicide,ti:suicide
OPEN	/wpo/pdf/vol34no3.pdf#page=5	John P. (Jack) Young, "One more argument for murder (Letter)," August 2008, Vol.34 No. 3, Page 4.	t:Alexander Wilson,t:Neelly,t:Vardis,t:Wilkinson,t:suicide,ti:murder
OPEN	/wpo/pdf/vol34no3.pdf#page=19	Kenneth C. Walcheck, "Montana Zoological Discoveries through the eyes of Lewis and Clark," August 2008, Vol.34 No. 3, Page 18.	t:Alexander Wilson
OPEN	/wpo/pdf/vol34no3.pdf#page=33	"2009 annual meeting moves to October," August 2008, Vol.34 No. 3, Page 32.	t:Grinder
OPEN	/wpo/pdf/vol34no4.pdf#page=5	Kira Gale, "A motive for Lewis's murder: the Experiment (Letter)," November 2008, Vol.34 No. 4, Page 4.	a:Gale,t:Starrs,t:Vardis,t:Wilkinson,t:assassin,t:coroner,t:exhum,t:suicide,ti:murder
OPEN	/wpo/pdf/vol35no1.pdf#page=13	John C. Jackson, "The Man Hunter: George Drouillard, best known for his interpretive and hunting skills, was called upon regularly to track and return deserters," February 2009, Vol.35 No. 1, Page 12.	a:Jackson
OPEN	/wpo/pdf/vol35no1.pdf#page=31	Thomas C. Danisi, "What conspiracy? Another look at the evidence involving Lewis's death," February 2009, Vol.35 No. 1, Page 30.	a:Danisi,t:Wilkinson,t:assassin,ti:death
OPEN	/wpo/pdf/vol35no2.pdf#page=5	John W. Fisher, "Medicine misinterpreted (Letter)," May 2009, Vol.35 No. 2, Page 4.	t:Chuinard
OPEN	/wpo/pdf/vol35no2.pdf#page=6	Kira Gale, "Debate over death continues (Letter)," May 2009, Vol.35 No. 2, Page 5.	a:Gale,t:Neelly,t:Starrs,t:assassin,ti:death
OPEN	/wpo/pdf/vol35no3.pdf#page=5	Tony L. Turnbow, "Deep meaning in Lewis commemoration ceremony (Letter)," August 2009, Vol.35 No. 3, Page 4.	a:Turnbow,t:Grinder
OPEN	/wpo/pdf/vol35no3.pdf#page=5	Thomas C. Danisi, "Conspiracy theory challenged (Letter)," August 2009, Vol.35 No. 3, Page 4.	a:Danisi,t:Grinder,t:Neelly,t:Vardis,t:Wilkinson
OPEN	/wpo/pdf/vol35no3.pdf#page=16	"'He had no person with him who could manage or controul him...'," August 2009, Vol.35 No. 3, Page 14.	t:Grinder
OPEN	/wpo/pdf/vol35no3.pdf#page=21	James J. Holmberg, "'Fairly Launched on my Voyage of Discovery:' Meriwether Lewis's expedition letter to James Findlay," August 2009, Vol.35 No. 3, Page 20.	a:Holmberg
OPEN	/wpo/pdf/vol35no3.pdf#page=33	Thomas C. Danisi, "Observations and Remarks from Lewis to Dearborn in 1807: A recently discovered letter reveals an in absentia governor in control," August 2009, Vol.35 No. 3, Page 32.	a:Danisi,t:Wilkinson
OPEN	/wpo/pdf/vol35no3.pdf#page=36	Thomas C. Danisi, "Transcription of the letter from Meriwether Lewis to Secretary of War Henry Dearborn," August 2009, Vol.35 No. 3, Page 35.	a:Danisi
OPEN	/wpo/pdf/vol35no3.pdf#page=41	Mark Chalkley, "Lewis biography includes new insights and a fresh theory regarding his death," August 2009, Vol.35 No. 3, Page 40.	t:Pernier,t:suicide,ti:death
OPEN	/wpo/pdf/vol35no3.pdf#page=42	Larry McClure, "Adventure biography may inspire new enthusiasm," August 2009, Vol.35 No. 3, Page 41.	t:suicide
OPEN	/wpo/pdf/vol35no3.pdf#page=43	Mark Chalkley, "Author makes disturbing argument for murder in the death of Lewis," August 2009, Vol.35 No. 3, Page 42.	t:Starrs,t:Wilkinson,t:assassin,t:coroner,t:exhum,ti:death,ti:murder
OPEN	/wpo/pdf/vol35no3.pdf#page=45	E.W. Giesecke, "Old newspapers hold historical treasures for those willing to hunt," August 2009, Vol.35 No. 3, Page 44.	t:Wilkinson
OPEN	/wpo/pdf/vol35no4.pdf#page=1	"On the cover," November 2009, Vol.35 No. 4, Page 0.	t:Grinder
OPEN	/wpo/pdf/vol35no4.pdf#page=3	Wendy Raney, "Issue previews annual meeting presentations," November 2009, Vol.35 No. 4, Page 2.	t:suicide
OPEN	/wpo/pdf/vol35no4.pdf#page=5	J. Frederick Fausz, Jane Lewis Sale Henley, Kira Gale, and Robert E. Gatten, Jr., "Reports of his death were premature (4 Letters)," November 2009, Vol.35 No. 4, Page 4.	a:Gale,t:Gilbert Russell,t:Grinder,t:Neelly,t:Pernier,t:Wilkinson,t:assassin,t:coroner,t:exhum,t:suicide,ti:death
OPEN	/wpo/pdf/vol35no4.pdf#page=17	David J. Peck, "The Death of Meriwether Lewis: Exploring the myths and probabilities surrounding the controversy," November 2009, Vol.35 No. 4, Page 16.	a:Peck,t:Chuinard,t:Gilbert Russell,t:Grinder,t:suicide,ti:death
OPEN	/wpo/pdf/vol35no4.pdf#page=27	Thomas C. Danisi, "Meriwether Lewis's Land Warrant: An Untimely Reward," November 2009, Vol.35 No. 4, Page 26.	a:Danisi,t:Gilbert Russell
OPEN	/wpo/pdf/vol35no4.pdf#page=39	Michael Carrick, "Lewis carried a pair of 'gentleman's' flintlock pistols on his final journey," November 2009, Vol.35 No. 4, Page 38.	t:Neelly,t:Vardis
OPEN	/wpo/pdf/vol36no1.pdf#page=4	Jim Mallory, "Board focus remains on transparency and stability (President's Message)," February 2010, Vol.36 No. 1, Page 2.	t:Grinder
OPEN	/wpo/pdf/vol36no1.pdf#page=6	Don Popejoy, "Lewis's death still sparks debate and controversy (Letter)," February 2010, Vol.36 No. 1, Page 4.	ti:death
OPEN	/wpo/pdf/vol36no1.pdf#page=6	Steve Morehouse, "Lewis's death still sparks debate and controversy (Letter)," February 2010, Vol.36 No. 1, Page 4.	ti:death
OPEN	/wpo/pdf/vol36no1.pdf#page=8	Wendy Raney, "Honoring Dear Friends," February 2010, Vol.36 No. 1, Page 6.	t:Grinder
OPEN	/wpo/pdf/vol36no1.pdf#page=10	Thomas C. Danisi, "Preserving the Legacy of Meriwether Lewis: The letters of Samuel Latham Mitchill," February 2010, Vol.36 No. 1, Page 8.	a:Danisi
OPEN	/wpo/pdf/vol36no1.pdf#page=22	Stephanie Ambrose Tubbs, Janice Bowen, and Peyton 'Bud" Clark, "Meriwether Lewis, August 18, 1774 - October 11, 1809: 200th anniversary commemoration of the death of Meriwether Lewis October 7, 2009 Grinder's Stand, Natchez Trace," February 2010, Vol.36 No. 1, Page 20.	ti:death
OPEN	/wpo/pdf/vol36no1.pdf#page=28	Jane Randol Jackson, "Atlas worthwhile (Book Review)," February 2010, Vol.36 No. 1, Page 26.	a:Jackson
OPEN	/wpo/pdf/vol36no1.pdf#page=30	"Meriwether Lewis Chapter brings Foundation south for 41st annual meeting," February 2010, Vol.36 No. 1, Page 28.	t:Grinder
OPEN	/wpo/pdf/vol36no1.pdf#page=35	Ann Rogers, "'Hypocondriac Affections': Letters help define Jefferson's phrase," February 2010, Vol.36 No. 1, Page 33.	t:Gilbert Russell
OPEN	/wpo/pdf/vol36no2.pdf#page=6	Thomas C. Danisi, "Ann Roger's article 'Hypochondriac Affections' (Letter)," May 2010, Vol.36 No. 2, Page 4.	a:Danisi,t:Gilbert Russell,t:suicide
OPEN	/wpo/pdf/vol36no2.pdf#page=6	David J. Peck, "My article, 'The Death of Meriwether Lewis' (Letter)," May 2010, Vol.36 No. 2, Page 4.	a:Peck,ti:death
OPEN	/wpo/pdf/vol36no2.pdf#page=8	Jay H Buckley and Wendy Raney, "WPO introduces new scholarship from aspiring young historians," May 2010, Vol.36 No. 2, Page 6.	a:Buckley
OPEN	/wpo/pdf/vol36no3.pdf#page=6	Thomas C. Danisi, "'Hypocondriac affections' revisited (Letter)," August 2010, Vol.36 No. 3, Page 4.	a:Danisi
OPEN	/wpo/pdf/vol36no3.pdf#page=6	David J. Peck, "I applaud Thomas Danisi's meticulous dissection of the term 'hypochondriac affections' (Letter)," August 2010, Vol.36 No. 3, Page 4.	a:Peck
OPEN	/wpo/pdf/vol36no3.pdf#page=18	Robert R. Hunt, "The Blood Meal: Mosquitoes and agues on the Lewis & Clark Expedition," August 2010, Vol.36 No. 3, Page 16.	t:Chuinard
OPEN	/wpo/pdf/vol36no4.pdf#page=6	Tony L. Turnbow, "Masons in Maury County (Letter)," November 2010, Vol.36 No. 4, Page 4.	a:Turnbow,t:Grinder,t:coroner
OPEN	/wpo/pdf/vol36no4.pdf#page=8	Jay H. Buckley and L. C. Carr, "Editor's Notes," November 2010, Vol.36 No. 4, Page 6.	a:Buckley
OPEN	/wpo/pdf/vol36no4.pdf#page=16	Rachel Bernard, "Putting the Corps in the Core Curriculum: The Lewis and Clark Expedition in Textbooks," November 2010, Vol.36 No. 4, Page 14.	t:suicide
OPEN	/wpo/pdf/vol36no4.pdf#page=21	J. Ryan Badger, "'That They May Be Informed Who We Were': A Historiography of the Corps of Discovery from the Last Decade," November 2010, Vol.36 No. 4, Page 19.	t:Vardis,t:assassin,t:suicide
OPEN	/wpo/pdf/vol37no1.pdf#page=7	Frank Muhly, "Expanding the Lewis and Clark Historic Trail (Letter)," February 2011, Vol.37 No. 1, Page 5.	t:Chuinard,t:Grinder
OPEN	/wpo/pdf/vol37no1.pdf#page=25	John C. Jackson, "A Dog's Life in the Far West: Speculation on the fate of the big Newfoundland than accompanied Lewis & Clark," February 2011, Vol.37 No. 1, Page 19.	a:Jackson
OPEN	/wpo/pdf/vol37no2.pdf#page=4	Don Popejoy, "Gass grandon's grave found (Letter)," May 2011, Vol.37 No. 2, Page 2.	t:coroner
OPEN	/wpo/pdf/vol37no2.pdf#page=27	William M. Gatlin, "Lewis and Clark and the Articles of War: Out of necessity, the captains developed their own system of military justice - one that was harsh but fair, and critical to the Corps of Discovery's discipline and morale," May 2011, Vol.37 No. 2, Page 21.	t:Chuinard
OPEN	/wpo/pdf/vol37no3.pdf#page=24	Barbara Kubik, "By Honor and Right: How One Man Boldly Defined the Destiny of a Nation (Book Review)," August 2011, Vol.37 No. 3, Page 22.	t:Wilkinson
OPEN	/wpo/pdf/vol37no4.pdf#page=4	Jay H. Buckley, "Proceeding On: Continuity Amid Change (President's Message)," November 2011, Vol.37 No. 4, Page 2.	a:Buckley
OPEN	/wpo/pdf/vol38no1.pdf#page=3	Jay H. Buckley, "Peace and Friendship During Troubled Times (President's Message)," February 2012, Vol.38 No. 1, Page 2.	a:Buckley
OPEN	/wpo/pdf/vol38no2.pdf#page=3	Jay H. Buckley, "From the Great Falls of the Missouri to the Falls of the Ohio (President's Message)," May 2012, Vol.38 No. 2, Page 2.	a:Buckley
